,/devices#IntGW-01/metrics/disk-device-write-latency,/devices#IntGW-01/metrics/cpu,/devices#IntGW-02/metrics/cpu,type,type_code,/time
5530,0.0,2.634819241e+16,2.450142297e+16,tap-delay-stop,8,2020-07-02 22:16:00
5531,294644915757.0,2.634834532e+16,2.45015778e+16,tap-delay-stop,8,2020-07-02 22:17:00
5532,294644915757.0,2.634849716e+16,2.450172947e+16,ixnetwork-bgp-injection-start,9,2020-07-02 22:18:00
5533,294644915757.0,2.634864964e+16,2.450188394e+16,ixnetwork-bgp-injection-start,9,2020-07-02 22:19:00
5534,0.0,2.634880172e+16,2.45020387e+16,ixnetwork-bgp-injection-start,9,2020-07-02 22:20:00
5535,0.0,2.634895336e+16,2.450219073e+16,ixnetwork-bgp-injection-start,9,2020-07-02 22:21:00
5536,0.0,2.634910527e+16,2.450234513e+16,ixnetwork-bgp-injection-start,9,2020-07-02 22:22:00
5537,0.0,2.634925786e+16,2.45024989e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 22:23:00
5538,0.0,2.634941098e+16,2.45026528e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 22:24:00
5539,294654664659.0,2.634956415e+16,2.450280821e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 22:25:00
5540,294654664659.0,2.634971703e+16,2.450296268e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 22:26:00
5541,0.0,2.634987034e+16,2.450311805e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 22:27:00
5542,294654664659.0,2.635002347e+16,2.450327207e+16,ixnetwork-bgp-injection-start,9,2020-07-02 22:28:00
5543,294654664659.0,2.635017673e+16,2.450342576e+16,ixnetwork-bgp-injection-start,9,2020-07-02 22:29:00
5544,294659966211.0,2.63503296e+16,2.450358034e+16,ixnetwork-bgp-injection-start,9,2020-07-02 22:30:00
5545,0.0,2.635048162e+16,2.450373311e+16,ixnetwork-bgp-injection-start,9,2020-07-02 22:31:00
5546,294659966211.0,2.63506348e+16,2.450388752e+16,ixnetwork-bgp-injection-start,9,2020-07-02 22:32:00
5547,294659966211.0,2.635078785e+16,2.450404194e+16,ixnetwork-bgp-injection-start,9,2020-07-02 22:33:00
5548,0.0,2.635094225e+16,2.450419691e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 22:34:00
5549,294665648014.0,2.635109552e+16,2.45043524e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 22:35:00
5550,294665648014.0,2.635124909e+16,2.45045068e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 22:36:00
5551,0.0,2.635124909e+16,2.45045068e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 22:37:00
5552,0.0,2.635155405e+16,2.450481582e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 22:38:00
5553,0.0,2.635170691e+16,2.450496995e+16,ixnetwork-bgp-injection-start,9,2020-07-02 22:39:00
5554,0.0,2.635185975e+16,2.450512441e+16,ixnetwork-bgp-injection-start,9,2020-07-02 22:40:00
5555,294669678189.0,2.635201297e+16,2.450527951e+16,ixnetwork-bgp-injection-start,9,2020-07-02 22:41:00
5556,294669678189.0,2.635216592e+16,2.45054344e+16,ixnetwork-bgp-injection-start,9,2020-07-02 22:42:00
5557,294669678189.0,2.635231944e+16,2.450558921e+16,ixnetwork-bgp-injection-start,9,2020-07-02 22:43:00
5558,294669678189.0,2.635247346e+16,2.450574367e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 22:44:00
5559,0.0,2.635262578e+16,2.450589814e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 22:45:00
5560,294674303721.0,2.63527775e+16,2.450605139e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 22:46:00
5561,0.0,2.635292946e+16,2.450620517e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 22:47:00
5562,294674303721.0,2.635308068e+16,2.450635719e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 22:48:00
5563,0.0,2.635323244e+16,2.450651008e+16,ixnetwork-bgp-injection-start,9,2020-07-02 22:49:00
5564,294677636750.0,2.635338519e+16,2.450666548e+16,ixnetwork-bgp-injection-start,9,2020-07-02 22:50:00
5565,0.0,2.635353904e+16,2.450682042e+16,ixnetwork-bgp-injection-start,9,2020-07-02 22:51:00
5566,0.0,2.635369216e+16,2.450697499e+16,ixnetwork-bgp-injection-start,9,2020-07-02 22:52:00
5567,294677636750.0,2.635384573e+16,2.450713008e+16,ixnetwork-bgp-injection-start,9,2020-07-02 22:53:00
5568,0.0,2.635399972e+16,2.450728503e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 22:54:00
5569,0.0,2.635415105e+16,2.450743867e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 22:55:00
5570,294682734125.0,2.63543024e+16,2.450759148e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 22:56:00
5571,0.0,2.635445367e+16,2.450774467e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 22:57:00
5572,294682734125.0,2.635460577e+16,2.450789705e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 22:58:00
5573,0.0,2.635475891e+16,2.450805076e+16,ixnetwork-bgp-injection-start,9,2020-07-02 22:59:00
5574,0.0,2.635491208e+16,2.450820451e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:00:00
5575,294685814207.0,2.635506567e+16,2.450835933e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:01:00
5576,0.0,2.63552181e+16,2.450851365e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:02:00
5577,0.0,2.635537132e+16,2.450866757e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:03:00
5578,294685814207.0,2.635552481e+16,2.45088223e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 23:04:00
5579,0.0,2.635567759e+16,2.450897736e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 23:05:00
5580,0.0,2.635583024e+16,2.45091316e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 23:06:00
5581,294693464248.0,2.635598169e+16,2.450928446e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 23:07:00
5582,0.0,2.635613355e+16,2.450943729e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 23:08:00
5583,294693464248.0,2.635628693e+16,2.450959201e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:09:00
5584,0.0,2.635644159e+16,2.450974887e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:10:00
5585,0.0,2.635659495e+16,2.450990224e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:11:00
5586,0.0,2.635674787e+16,2.451005726e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:12:00
5587,0.0,2.635689966e+16,2.45102107e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:13:00
5588,294697237423.0,2.635705348e+16,2.451036563e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:14:00
5589,0.0,2.635720715e+16,2.451052038e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 23:15:00
5590,0.0,2.635736116e+16,2.451067493e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 23:16:00
5591,0.0,2.635751356e+16,2.451082865e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 23:17:00
5592,0.0,2.635766668e+16,2.451098277e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 23:18:00
5593,294721628462.0,2.635781897e+16,2.451113617e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 23:19:00
5594,0.0,2.635797278e+16,2.451129175e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:20:00
5595,0.0,2.635812598e+16,2.451144612e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:21:00
5596,0.0,2.635827969e+16,2.451160161e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:22:00
5597,0.0,2.635843346e+16,2.451175681e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:23:00
5598,0.0,2.635858681e+16,2.451191196e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:24:00
5599,0.0,2.635874047e+16,2.451206734e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 23:25:00
5600,0.0,2.635889267e+16,2.45122217e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 23:26:00
5601,0.0,2.635904501e+16,2.451237619e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 23:27:00
5602,0.0,2.635919709e+16,2.451253017e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 23:28:00
5603,0.0,2.635935026e+16,2.451268516e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 23:29:00
5604,294734023021.0,2.635950307e+16,2.451283963e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:30:00
5605,0.0,2.635965593e+16,2.451299372e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:31:00
5606,0.0,2.635980744e+16,2.451314759e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:32:00
5607,0.0,2.635996079e+16,2.451329987e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:33:00
5608,0.0,2.636011426e+16,2.451345423e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:34:00
5609,294742651666.0,2.6360269e+16,2.451361093e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 23:35:00
5610,0.0,2.636042155e+16,2.451376511e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 23:36:00
5611,0.0,2.636057481e+16,2.451391985e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 23:37:00
5612,0.0,2.636072673e+16,2.451407252e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 23:38:00
5613,0.0,2.636087815e+16,2.45142272e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 23:39:00
5614,0.0,2.636103092e+16,2.451438107e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:40:00
5615,294746359090.0,2.636118399e+16,2.451453474e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:41:00
5616,294746359090.0,2.636133729e+16,2.451468916e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:42:00
5617,0.0,2.636149019e+16,2.451484359e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:43:00
5618,0.0,2.636164094e+16,2.451499617e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:44:00
5619,294753682645.0,2.636179333e+16,2.451514931e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 23:45:00
5620,0.0,2.636194629e+16,2.45153027e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 23:46:00
5621,0.0,2.636209844e+16,2.451545476e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 23:47:00
5622,294754117606.0,2.636225101e+16,2.451560673e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 23:48:00
5623,0.0,2.636240344e+16,2.451576114e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 23:49:00
5624,0.0,2.636255628e+16,2.451591568e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:50:00
5625,0.0,2.636270837e+16,2.451606948e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:51:00
5626,294757063828.0,2.636286122e+16,2.451622347e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:52:00
5627,294757063828.0,2.636301238e+16,2.451637678e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:53:00
5628,0.0,2.636316449e+16,2.451653064e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:54:00
5629,0.0,2.636331529e+16,2.451668336e+16,ixnetwork-bgp-injection-start,9,2020-07-02 23:55:00
5630,294762831906.0,2.636346736e+16,2.451683623e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 23:56:00
5631,294762831906.0,2.63636183e+16,2.45169882e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 23:57:00
5632,294762831906.0,2.636377037e+16,2.451714227e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 23:58:00
5633,294762831906.0,2.636392283e+16,2.451729666e+16,ixnetwork-bgp-injection-stop,10,2020-07-02 23:59:00
5634,0.0,2.636407589e+16,2.451745108e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 00:00:00
5635,0.0,2.636422965e+16,2.451760641e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:01:00
5636,0.0,2.636438353e+16,2.451776228e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:02:00
5637,0.0,2.636453781e+16,2.451791819e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:03:00
5638,294766385564.0,2.636469097e+16,2.451807138e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:04:00
5639,0.0,2.63648437e+16,2.451822763e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:05:00
5640,294771879612.0,2.636499636e+16,2.451838143e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 00:06:00
5641,0.0,2.636514868e+16,2.451853594e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 00:07:00
5642,294771879612.0,2.636530153e+16,2.45186907e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 00:08:00
5643,0.0,2.636545353e+16,2.451884483e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 00:09:00
5644,0.0,2.636560783e+16,2.451899962e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 00:10:00
5645,0.0,2.636576138e+16,2.451915522e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:11:00
5646,294777587658.0,2.636591491e+16,2.451931102e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:12:00
5647,0.0,2.636606898e+16,2.451946649e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:13:00
5648,294777587658.0,2.636622315e+16,2.451962188e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:14:00
5649,294783891690.0,2.63663773e+16,2.451977754e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:15:00
5650,0.0,2.636653025e+16,2.451993257e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 00:16:00
5651,0.0,2.636668227e+16,2.452008736e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 00:17:00
5652,294784300635.0,2.636683542e+16,2.452024109e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 00:18:00
5653,0.0,2.636698816e+16,2.452039629e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 00:19:00
5654,294787879802.0,2.636714139e+16,2.45205512e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 00:20:00
5655,294788320725.0,2.63672936e+16,2.452070527e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:21:00
5656,0.0,2.636744633e+16,2.452086048e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:22:00
5657,294788320725.0,2.63675992e+16,2.452101534e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:23:00
5658,294788320725.0,2.636775236e+16,2.452117047e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:24:00
5659,294794515110.0,2.636790428e+16,2.452132409e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:25:00
5660,0.0,2.63680565e+16,2.452147818e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 00:26:00
5661,0.0,2.636820947e+16,2.452163301e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 00:27:00
5662,0.0,2.636836163e+16,2.452178639e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 00:28:00
5663,0.0,2.636851387e+16,2.452194063e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 00:29:00
5664,294802380756.0,2.636866644e+16,2.452209491e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 00:30:00
5665,294802769137.0,2.636881913e+16,2.452224927e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:31:00
5666,294802769137.0,2.636897225e+16,2.452240416e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:32:00
5667,0.0,2.636912471e+16,2.452255787e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:33:00
5668,0.0,2.636927844e+16,2.452271277e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:34:00
5669,0.0,2.636943326e+16,2.45228697e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:35:00
5670,294808275878.0,2.636958671e+16,2.45230238e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:36:00
5671,0.0,2.636973929e+16,2.452317782e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 00:37:00
5672,0.0,2.636989225e+16,2.452333094e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 00:38:00
5673,0.0,2.637004495e+16,2.452348593e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 00:39:00
5674,294813385808.0,2.63701975e+16,2.452364014e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 00:40:00
5675,0.0,2.637035036e+16,2.452379476e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 00:41:00
5676,0.0,2.6370503e+16,2.45239491e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:42:00
5677,0.0,2.63706536e+16,2.452410154e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:43:00
5678,0.0,2.637080577e+16,2.452425549e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:44:00
5679,294819935562.0,2.63709576e+16,2.452440877e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:45:00
5680,0.0,2.637111019e+16,2.452456299e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:46:00
5681,0.0,2.637126308e+16,2.452471796e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 00:47:00
5682,294820312705.0,2.637141613e+16,2.45248725e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 00:48:00
5683,294822352990.0,2.637156915e+16,2.452502815e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 00:49:00
5684,0.0,2.637172278e+16,2.452518266e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 00:50:00
5685,0.0,2.637187526e+16,2.452533741e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 00:51:00
5686,0.0,2.637202867e+16,2.452549369e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:52:00
5687,0.0,2.637218129e+16,2.452564825e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:53:00
5688,294826416538.0,2.637233346e+16,2.45258024e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:54:00
5689,0.0,2.637248728e+16,2.452595584e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:55:00
5690,294832024642.0,2.63726404e+16,2.45261113e+16,ixnetwork-bgp-injection-start,9,2020-07-03 00:56:00
5691,0.0,2.637279441e+16,2.45262671e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 00:57:00
5692,294832024642.0,2.637294785e+16,2.452642134e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 00:58:00
5693,0.0,2.637310045e+16,2.452657567e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 00:59:00
5694,0.0,2.637325486e+16,2.452673019e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 01:00:00
5695,0.0,2.637340915e+16,2.45268855e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 01:01:00
5696,0.0,2.637356205e+16,2.452704015e+16,ixnetwork-bgp-injection-start,9,2020-07-03 01:02:00
5697,0.0,2.637371505e+16,2.452719531e+16,ixnetwork-bgp-injection-start,9,2020-07-03 01:03:00
5698,0.0,2.637386823e+16,2.452734969e+16,ixnetwork-bgp-injection-start,9,2020-07-03 01:04:00
5699,0.0,2.637402171e+16,2.452750437e+16,ixnetwork-bgp-injection-start,9,2020-07-03 01:05:00
5700,294842767965.0,2.637417404e+16,2.452765854e+16,ixnetwork-bgp-injection-start,9,2020-07-03 01:06:00
5701,0.0,2.637432418e+16,2.452781085e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 01:07:00
5702,0.0,2.637447568e+16,2.45279625e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 01:08:00
5703,294842767965.0,2.637462731e+16,2.452811667e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 01:09:00
5704,0.0,2.637478002e+16,2.452827005e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 01:10:00
5705,0.0,2.637493298e+16,2.452842534e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 01:11:00
5706,0.0,2.637508653e+16,2.45285804e+16,ixnetwork-bgp-injection-start,9,2020-07-03 01:12:00
5707,0.0,2.637524037e+16,2.452873423e+16,ixnetwork-bgp-injection-start,9,2020-07-03 01:13:00
5708,0.0,2.637539293e+16,2.452888945e+16,ixnetwork-bgp-injection-start,9,2020-07-03 01:14:00
5709,294853535516.0,2.637554677e+16,2.452904411e+16,ixnetwork-bgp-injection-start,9,2020-07-03 01:15:00
5710,0.0,2.637570054e+16,2.452919927e+16,ixnetwork-bgp-injection-start,9,2020-07-03 01:16:00
5711,0.0,2.637585401e+16,2.452935455e+16,ixnetwork-bgp-injection-start,9,2020-07-03 01:17:00
5712,0.0,2.637600607e+16,2.452950961e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 01:18:00
5713,0.0,2.637615869e+16,2.452966402e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 01:19:00
5714,294857337645.0,2.637631186e+16,2.452981789e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 01:20:00
5715,294857721624.0,2.637646499e+16,2.452997081e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 01:21:00
5716,0.0,2.637661826e+16,2.453012469e+16,ixnetwork-bgp-injection-stop,10,2020-07-03 01:22:00
5717,294857721624.0,2.63767712e+16,2.45302787e+16,ixnetwork-bgp-hijacking-start,11,2020-07-03 01:23:00
5718,0.0,2.637692412e+16,2.453043329e+16,ixnetwork-bgp-hijacking-start,11,2020-07-03 01:24:00
5719,294863814425.0,2.637707774e+16,2.453058741e+16,ixnetwork-bgp-hijacking-start,11,2020-07-03 01:25:00
5720,294864259694.0,2.637722903e+16,2.453074221e+16,ixnetwork-bgp-hijacking-start,11,2020-07-03 01:26:00
5721,0.0,2.637737997e+16,2.453089439e+16,ixnetwork-bgp-hijacking-start,11,2020-07-03 01:27:00
5722,0.0,2.637753179e+16,2.453104702e+16,ixnetwork-bgp-hijacking-stop,12,2020-07-03 01:28:00
5723,0.0,2.637768357e+16,2.453119978e+16,ixnetwork-bgp-hijacking-stop,12,2020-07-03 01:29:00
5724,294866992018.0,2.637783656e+16,2.453135413e+16,ixnetwork-bgp-hijacking-stop,12,2020-07-03 01:30:00
5725,0.0,2.637783656e+16,2.453150886e+16,ixnetwork-bgp-hijacking-stop,12,2020-07-03 01:31:00
5726,0.0,2.637814085e+16,2.453166271e+16,ixnetwork-bgp-hijacking-stop,12,2020-07-03 01:32:00
5727,0.0,2.637829349e+16,2.453181608e+16,ixnetwork-bgp-hijacking-start,11,2020-07-03 01:33:00
5728,294869265365.0,2.637844496e+16,2.453196885e+16,ixnetwork-bgp-hijacking-start,11,2020-07-03 01:34:00
5729,0.0,2.637859738e+16,2.45321227e+16,ixnetwork-bgp-hijacking-start,11,2020-07-03 01:35:00
5730,0.0,2.637874949e+16,2.453227583e+16,ixnetwork-bgp-hijacking-start,11,2020-07-03 01:36:00
5731,294873562520.0,2.637890104e+16,2.453242948e+16,ixnetwork-bgp-hijacking-start,11,2020-07-03 01:37:00
5732,294881127460.0,2.637905276e+16,2.453258287e+16,ixnetwork-bgp-hijacking-stop,12,2020-07-03 01:38:00
5733,294881127460.0,2.637920536e+16,2.453273656e+16,ixnetwork-bgp-hijacking-stop,12,2020-07-03 01:39:00
5734,294884478546.0,2.637935847e+16,2.453289037e+16,ixnetwork-bgp-hijacking-stop,12,2020-07-03 01:40:00
5735,0.0,2.637951089e+16,2.453304553e+16,ixnetwork-bgp-hijacking-stop,12,2020-07-03 01:41:00
5736,294884907614.0,2.637966341e+16,2.453319998e+16,ixnetwork-bgp-hijacking-stop,12,2020-07-03 01:42:00
5737,0.0,2.637981601e+16,2.453335378e+16,ixnetwork-bgp-hijacking-start,11,2020-07-03 01:43:00
5738,0.0,2.637996781e+16,2.453350733e+16,ixnetwork-bgp-hijacking-start,11,2020-07-03 01:44:00
5739,294891002476.0,2.638012064e+16,2.453366162e+16,ixnetwork-bgp-hijacking-start,11,2020-07-03 01:45:00
5740,0.0,2.638027332e+16,2.453381483e+16,ixnetwork-bgp-hijacking-start,11,2020-07-03 01:46:00
5741,294891497750.0,2.638042515e+16,2.453396684e+16,ixnetwork-bgp-hijacking-start,11,2020-07-03 01:47:00
5742,294891497750.0,2.638057697e+16,2.453412006e+16,ixnetwork-bgp-hijacking-stop,12,2020-07-03 01:48:00
5743,294891497750.0,2.638072827e+16,2.453427288e+16,ixnetwork-bgp-hijacking-stop,12,2020-07-03 01:49:00
5744,0.0,2.638088101e+16,2.453442661e+16,ixnetwork-bgp-hijacking-stop,12,2020-07-03 01:50:00
5745,0.0,2.638103316e+16,2.453458101e+16,ixnetwork-bgp-hijacking-stop,12,2020-07-03 01:51:00
5746,0.0,2.638118656e+16,2.453473674e+16,ixnetwork-bgp-hijacking-stop,12,2020-07-03 01:52:00
5747,294895354830.0,2.638133726e+16,2.453488841e+16,ixnetwork-bgp-hijacking-start,11,2020-07-03 01:53:00
5748,0.0,2.638148177e+16,2.453503553e+16,ixnetwork-bgp-hijacking-start,11,2020-07-03 01:54:00
5749,0.0,2.638162677e+16,2.45351813e+16,ixnetwork-bgp-hijacking-start,11,2020-07-03 01:55:00
5750,0.0,2.638177166e+16,2.453533064e+16,ixnetwork-bgp-hijacking-start,11,2020-07-03 01:56:00
5751,0.0,2.638191518e+16,2.453547507e+16,ixnetwork-bgp-hijacking-start,11,2020-07-03 01:57:00
5752,294902387990.0,2.638206089e+16,2.453562436e+16,ixnetwork-bgp-hijacking-stop,12,2020-07-03 01:58:00
5753,294902387990.0,2.63822129e+16,2.453577913e+16,ixnetwork-bgp-hijacking-stop,12,2020-07-03 01:59:00
5754,0.0,2.638236703e+16,2.453593398e+16,ixnetwork-bgp-hijacking-stop,12,2020-07-03 02:00:00
5755,0.0,2.638252092e+16,2.453609037e+16,ixnetwork-bgp-hijacking-stop,12,2020-07-03 02:01:00
5756,294906080792.0,2.638267431e+16,2.453624545e+16,ixnetwork-bgp-hijacking-stop,12,2020-07-03 02:02:00
5757,0.0,2.638282675e+16,2.453639948e+16,ixnetwork-bgp-hijacking-start,11,2020-07-03 02:03:00
5758,0.0,2.638297182e+16,2.453654689e+16,ixnetwork-bgp-hijacking-start,11,2020-07-03 02:04:00
5759,294912853195.0,2.638311921e+16,2.453669369e+16,ixnetwork-bgp-hijacking-start,11,2020-07-03 02:05:00
5760,294913378314.0,2.638326281e+16,2.453684127e+16,ixnetwork-bgp-hijacking-start,11,2020-07-03 02:06:00
5761,0.0,2.638340757e+16,2.453698912e+16,ixnetwork-bgp-hijacking-start,11,2020-07-03 02:07:00
5762,294913378314.0,2.638355364e+16,2.453713599e+16,ixnetwork-bgp-hijacking-stop,12,2020-07-03 02:08:00
5763,294913378314.0,2.638370744e+16,2.453729122e+16,ixnetwork-bgp-hijacking-stop,12,2020-07-03 02:09:00
5764,0.0,2.638386109e+16,2.453744613e+16,ixnetwork-bgp-hijacking-stop,12,2020-07-03 02:10:00
5765,0.0,2.638401439e+16,2.45376018e+16,ixnetwork-bgp-hijacking-stop,12,2020-07-03 02:11:00
5766,0.0,2.638416758e+16,2.453775761e+16,ixnetwork-bgp-hijacking-stop,12,2020-07-03 02:12:00
5767,294917394999.0,2.638432036e+16,2.453791181e+16,ixnetwork-bgp-hijacking-stop,12,2020-07-03 02:13:00
5768,0.0,2.638446571e+16,2.453806039e+16,ixnetwork-bgp-hijacking-start,11,2020-07-03 02:14:00
5769,0.0,2.638461135e+16,2.453820687e+16,ixnetwork-bgp-hijacking-start,11,2020-07-03 02:15:00
